Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
The Wing,New York City,Real Estate,,0.5,2020-04-03,https://www.fastcompany.com/90486179/the-wing-announces-mass-layoffs-over-zoom-after-covid-19-causes-revenue-to-dry-up-overnight,117.0,Series C,2020-04-04 02:17:04,United States,Unknown
MindBody,San Luis Obispo,Fitness,700,0.35000000000000003,2020-04-02,https://www.sanluisobispo.com/news/business/article241730706.html,114.0,IPO,2020-04-02 22:47:10,United States,Unknown
Katerra,SF Bay Area,Construction,240,0.03,2020-04-02,https://www.constructiondive.com/news/katerra-ceos-salary-cut-to-0-amid-layoffs-operation-shutdowns/575460/,1200.0,Series D,2020-04-04 16:11:24,United States,Unknown
Ritual,Toronto,Food,196,0.54,2020-04-02,https://layoffs.fyi/2020/04/02/ritual-lays-off-196-employees-due-to-covid-19-impact-on-restaurants/,112.0,Series C,2020-04-02 17:07:42,Canada,Unknown
ClassPass,New York City,Fitness,154,0.22,2020-04-02,https://layoffs.fyi/2020/04/03/classpass-laid-off-or-furloughed-half-its-staff/,549.0,Series E,2020-04-02 22:29:06,United States,Unknown
eGym,Munich,Fitness,100,0.25,2020-04-02,https://www.tz.de/muenchen/stadt/muenchen-ort29098/corona-muenchen-kuendigung-video-videocall-start-up-mitarbeiter-erklaerung-firma-13637702.html,109.0,Series D,2020-04-20 14:43:02,Germany,Unknown
Voi,Stockholm,Transportation,100,,2020-04-02,https://www.businessinsider.com/scooter-startup-voi-layoffs-furloughs-staff-covid-19-2020-4,167.0,Series B,2020-04-02 22:49:31,Sweden,Unknown
Industrious,New York City,Real Estate,90,0.2,2020-04-02,https://commercialobserver.com/2020/04/industrious-cuts-a-third-of-its-workforce/,222.0,Series D,2020-04-03 14:21:11,United States,Unknown
1stdibs,New York City,Retail,70,0.17,2020-04-02,https://twitter.com/eringriffith/status/1246147841350762497,253.0,Series D,2020-04-08 05:51:30,United States,Unknown
ThirdLove,SF Bay Area,Retail,65,0.3,2020-04-02,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,68.0,Series B,2020-04-02 22:24:30,United States,Unknown
Latch,New York City,Security,60,,2020-04-02,LinkedIn,152.0,Series B,2020-04-04 04:54:20,United States,Unknown
The Predictive Index,Boston,HR,59,0.25,2020-04-02,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,65.0,Acquired,2020-04-03 21:49:53,United States,Unknown
Shuttl,New Delhi,Transportation,40,,2020-04-02,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,122.0,Series C,2020-04-10 05:00:15,India,Unknown
Jobcase,Boston,Recruiting,39,0.2,2020-04-02,LinkedIn,118.0,Private Equity,2020-04-02 17:11:31,United States,Unknown
Copper,SF Bay Area,Marketing,35,,2020-04-02,LinkedIn,102.0,Series C,2020-04-07 00:53:19,United States,Unknown
Dynamic Signal,SF Bay Area,HR,35,0.19,2020-04-02,LinkedIn,114.0,Series E,2020-04-10 04:21:15,United States,Unknown
FiscalNote,Washington D.C.,Media,30,,2020-04-02,https://www.adweek.com/digital/dozens-fired-at-cq-roll-publication-known-for-reporting-inside-washington/,50.0,Series D,2020-04-15 17:39:10,United States,Unknown
Sauce Labs,SF Bay Area,Infrastructure,30,0.15,2020-04-02,LinkedIn,151.0,Unknown,2020-04-14 21:56:36,United States,Unknown
Humu,SF Bay Area,HR,26,,2020-04-02,https://www.bloomberg.com/news/articles/2020-04-02/humu-a-startup-run-by-former-google-hr-boss-cuts-jobs,40.0,Series B,2020-04-03 15:02:40,United States,Unknown
TripleLift,New York City,Marketing,23,0.07,2020-04-02,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,16.0,Series B,2020-04-10 21:09:47,United States,Unknown
Coding Dojo,Seattle,Education,7,0.07,2020-04-02,https://www.geekwire.com/2020/engineering-bootcamp-coding-dojo-cuts-jobs-launches-volunteer-program-help-small-businesses/,2.0,Unknown,2020-04-12 21:17:03,United States,Unknown
Instamojo,Bengaluru,Finance,6,0.06,2020-04-02,https://www.business-standard.com/article/companies/covid-19-crisis-consumer-internet-start-ups-brace-for-salary-cuts-layoffs-120040101707_1.html,8.0,Unknown,2020-04-12 05:58:54,India,Unknown
Synergysuite,Salt Lake City,Food,5,0.07,2020-04-02,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,6.0,Series A,2020-04-03 13:29:40,United States,Unknown
Atlanta Tech Village,Atlanta,Real Estate,,0.5,2020-04-02,https://www.bizjournals.com/atlanta/news/2020/04/02/atlanta-tech-village-lays-off-half-of-its-staff.html,,Unknown,2020-04-04 04:28:54,United States,Unknown
Capillary,Bengaluru,Retail,,,2020-04-02,https://inc42.com/buzz/startupsvscovid19-startups-choose-layoffs-to-keep-businesses-running/,102.0,Private Equity,2020-04-12 06:00:00,India,Unknown
Modsy,SF Bay Area,Retail,,,2020-04-02,https://techcrunch.com/2020/04/02/modsy-confirms-layoffs-10-months-after-announcing-its-37m-series-c/,70.0,Series C,2020-04-02 22:05:41,United States,Unknown
The Modist,Dubai,Retail,,1.0,2020-04-02,https://www.menabytes.com/the-modist-shuts-down/,,Unknown,2020-04-05 23:25:47,United Arab Emirates,Unknown
Wonder,New York City,Other,,,2020-04-02,https://layoffs.fyi/list/wonder/,,Unknown,2020-04-23 15:38:42,United States,Unknown
Booksy,SF Bay Area,Consumer,200,,2020-04-01,LinkedIn,48.0,Series B,2020-04-07 14:32:38,United States,Unknown
Flymya,Yangon,Travel,200,0.33,2020-04-01,https://www.techinasia.com/myanmar-travel-startup-lays-staff-bookings-drop,,Unknown,2020-05-06 03:47:36,Myanmar,Unknown
PatientPop,Los Angeles,Healthcare,100,0.2,2020-04-01,LinkedIn,75.0,Series B,2020-04-01 21:43:38,United States,Unknown
Showpad,Chicago,Marketing,52,0.12,2020-04-01,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/,159.0,Series D,2020-04-01 21:33:22,United States,Unknown
Highsnobiety,Berlin,Media,51,0.25,2020-04-01,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/,8.5,Series A,2020-04-08 04:49:58,Germany,Unknown
Earnin,SF Bay Area,Finance,50,0.2,2020-04-01,LinkedIn,190.0,Series C,2020-04-03 13:56:06,United States,Unknown
Wonolo,SF Bay Area,Recruiting,46,0.13,2020-04-01,https://www.bizjournals.com/sanfrancisco/news/2020/04/01/wonolo-cuts-workforce-amid-covid-19-outbreak.html,52.0,Series C,2020-03-28 20:52:49,United States,Unknown
Acko,Mumbai,Finance,45,0.09,2020-04-01,https://entrackr.com/2020/04/exclusive-acko-insurance-layoff/,143.0,Unknown,2020-04-08 05:56:21,India,Unknown
Moovel,Portland,Transportation,28,0.37,2020-04-01,https://www.oregonlive.com/silicon-forest/2020/04/transit-tech-company-moovel-says-second-round-of-portland-layoffs-will-reduce-staff-nearly-40.html,,Unknown,2020-04-02 22:08:47,United States,Unknown
Aqua Security,Tel Aviv,Security,24,0.09,2020-04-01,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100.0,Series C,2020-04-04 02:15:40,Israel,Unknown
Crayon,Boston,Marketing,20,0.2,2020-04-01,LinkedIn,16.0,Series A,2020-04-07 13:57:52,United States,Unknown
Pana,Denver,Travel,18,,2020-04-01,https://businessden.com/2020/04/01/business-travel-startup-pana-cuts-18-employees/,11.0,Series A,2020-04-02 04:00:39,United States,Unknown
Sensibill,Toronto,Finance,17,0.2,2020-04-01,https://betakit.com/following-layoffs-sensibill-secures-5-million-in-debt-financing/,50.0,Series B,2020-05-22 23:39:37,Canada,Unknown
Usermind,Seattle,Marketing,15,0.25,2020-04-01,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,46.0,Series C,2020-04-02 04:01:05,United States,Unknown
Incredible Health,SF Bay Area,Healthcare,9,0.4,2020-04-01,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,15.0,Series A,2020-04-07 14:18:08,United States,Unknown
Currency,Los Angeles,Finance,,,2020-04-01,LinkedIn,,Unknown,2020-04-05 22:25:14,United States,Unknown
GOAT Group,Los Angeles,Retail,,,2020-04-01,LinkedIn,197.0,Series D,2020-04-07 05:08:33,United States,Unknown
Le Tote,SF Bay Area,Retail,,0.5,2020-04-01,https://footwearnews.com/2020/business/retail/lord-taylor-mass-layoffs-president-resigns-out-of-business-1202961340/,62.0,Series C,2020-04-06 14:53:26,United States,Unknown
Levelset,New Orleans,Construction,,,2020-04-01,LinkedIn,46.0,Series C,2020-04-09 05:41:58,United States,Unknown
Pebblepost,New York City,Marketing,,0.6,2020-04-01,LinkedIn,81.0,Series C,2020-04-06 23:18:39,United States,Unknown
WhyHotel,Washington D.C.,Travel,,0.5,2020-04-01,https://technical.ly/dc/2020/04/02/whyhotel-layoffs-operational-changes-hospitality-covid19-coronavirus/,33.0,Series B,2020-04-04 04:32:03,United States,Unknown
KeepTruckin,SF Bay Area,Logistics,349,0.18,2020-03-31,https://layoffs.fyi/2020/03/31/keeptruckin-lays-off-another-149-employees-one-month-after-previous-layoff/,227.0,Series D,2020-04-01 04:11:33,United States,Unknown
AdRoll,Salt Lake City,Marketing,210,0.3,2020-03-31,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89.0,Series C,2020-04-01 05:33:52,United States,Unknown
Rover,Seattle,Consumer,194,0.41000000000000003,2020-03-31,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/,310.0,Series G,2020-03-31 20:59:42,United States,Unknown
Turo,SF Bay Area,Transportation,108,0.3,2020-03-31,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,467.0,Series E,2020-04-01 05:44:11,United States,Unknown
uShip,Austin,Logistics,65,0.37,2020-03-31,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,69.0,Series D,2020-04-01 00:51:48,United States,Unknown
SkySlope,Sacramento,Real Estate,50,0.25,2020-03-31,https://www.bizjournals.com/sacramento/news/2020/04/03/skyslope-said-to-cut-sacramento-staff-as-housing.html,,Acquired,2020-05-14 00:15:38,United States,Unknown
Siteimprove,Minneapolis,Marketing,40,,2020-03-31,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,55.0,Unknown,2020-04-04 04:44:01,United States,Unknown
AngelList,SF Bay Area,Recruiting,20,,2020-03-31,https://techcrunch.com/2020/04/06/angellist-lays-off-a-number-of-staff-and-cuts-executive-salaries/,26.0,Series B,2020-04-06 15:00:40,United States,Unknown
Zenoti,Seattle,Fitness,17,0.04,2020-03-31,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91.0,Series C,2020-03-31 21:10:35,United States,Unknown
DialSource,Sacramento,Marketing,5,0.14,2020-03-31,Company executive,26.0,Series B,2020-04-07 17:25:45,United States,Unknown
Adara,SF Bay Area,Travel,,,2020-03-31,https://www.linkedin.com/posts/hongchengmi_grateful-activity-6650855887563030528-O3sC,67.0,Series C,2020-04-06 23:13:31,United States,Unknown
Claravine,Salt Lake City,Marketing,,,2020-03-31,LinkedIn,4.0,Seed,2020-04-07 15:11:03,United States,Unknown
Domio,New York City,Travel,,0.3,2020-03-31,LinkedIn,116.0,Series B,2020-04-07 14:38:45,United States,Unknown
Kazoo,Austin,HR,,0.35000000000000003,2020-03-31,https://www.americaninno.com/austin/inno-news/austin-hr-platform-company-kazoo-lays-off-35-of-its-workforce/,8.0,Series A,2020-04-01 00:50:59,United States,Unknown
Snap Finance,Salt Lake City,Finance,,,2020-03-31,LinkedIn,,Unknown,2020-04-01 21:37:18,United States,Unknown
Zerto,Boston,Infrastructure,,,2020-03-31,https://blocksandfiles.com/2020/03/31/zerto-makes-layoffs-to-survive-pandemic-economic-storm/,130.0,Series E,2020-04-01 00:52:31,United States,Unknown
Thumbtack,SF Bay Area,Consumer,250,0.3,2020-03-30,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,423.0,Series F,2020-03-30 21:20:55,United States,Unknown
RigUp,Austin,Energy,120,0.25,2020-03-30,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/,423.0,Series D,2020-03-31 21:00:51,United States,Unknown
FabHotels,New Delhi,Travel,80,0.2,2020-03-30,https://entrackr.com/2020/04/exclusive-fabhotels-lays-off-80-employees-slashes-salary/,48.0,Series B,2020-04-10 05:04:32,India,Unknown
Hibob,Tel Aviv,HR,70,0.3,2020-03-30,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ,45.0,Series A,2020-03-31 03:54:56,Israel,Unknown
PeerStreet,Los Angeles,Finance,51,0.3,2020-03-30,https://layoffs.fyi/2020/03/31/breaking-la-based-peerstreet-lays-off-50-employees/,110.0,Series C,2020-03-31 21:41:47,United States,Unknown
Maven,Seattle,Media,31,0.09,2020-03-30,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,77.0,IPO,2020-04-08 04:50:39,United States,Unknown
Blume Global,SF Bay Area,Logistics,30,0.1,2020-03-30,LinkedIn,,Unknown,2020-04-01 05:29:59,United States,Unknown
Catalant,Boston,Other,30,,2020-03-30,https://www.americaninno.com/boston/inno-news-boston/catalant-technologies-cuts-workforce-amid-coronavirus-uncertainty/,110.0,Series E,2020-03-31 21:09:44,United States,Unknown
Starship Technologies,Tallin,Transportation,30,,2020-03-30,https://digi.geenius.ee/rubriik/uudis/karmid-numbrid-robotkullerite-tootja-starshipi-pohiari-kukkus-sisuliselt-kokku/,82.0,Series A,2020-04-08 04:33:36,Estonia,Unknown
Loftsmart,New York City,Real Estate,25,0.75,2020-03-30,https://www.linkedin.com/posts/swbernstein_founder-operator-and-investor-friends-activity-6647864445718585344-4i-K,18.0,Series A,2020-04-06 14:35:39,United States,Unknown
Caliva,SF Bay Area,Retail,20,,2020-03-30,https://www.businessinsider.com/cannabis-startup-caliva-laid-off-20-corporate-employees-2020-5,75.0,Series A,2020-05-29 22:37:29,United States,Unknown
Iris Nova,New York City,Food,9,0.5,2020-03-30,https://www.businessinsider.com/coca-cola-backed-startup-iris-nova-layoffs-due-to-coronavirus-2020-3,15.0,Seed,2020-04-01 00:45:36,United States,Unknown
Cuyana,SF Bay Area,Retail,,,2020-03-30,https://www.instagram.com/p/B-YJi1UJVoC/,31.0,Series C,2020-04-10 22:15:32,United States,Unknown
ZipRecruiter,Los Angeles,Recruiting,400,0.39,2020-03-29,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957,219.0,Series B,2020-03-29 22:32:22,United States,Unknown
Amplero,Seattle,Marketing,17,1.0,2020-03-29,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/,25.0,Series B,2020-04-01 00:44:13,United States,Unknown
Polarr,SF Bay Area,Consumer,10,,2020-03-29,https://medium.com/@derekzhyan/drawing-a-blank-18068b4aff1d,13.0,Series A,2020-04-08 05:53:45,United States,Unknown
TravelTriangle,Gurugram,Travel,250,0.5,2020-03-28,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,47.0,Series D,2020-04-01 00:58:22,India,Unknown
WeWork,New York City,Real Estate,250,,2020-03-28,https://www.reuters.com/article/wework-layoffs/wework-cuts-about-250-more-jobs-to-reduce-costs-source-idUSL4N2BL0DJ,2250.0,Series H,2020-03-29 22:30:34,United States,Unknown
Rent the Runway,New York City,Retail,,,2020-03-28,https://www.theverge.com/2020/3/28/21198042/rent-the-runway-lays-off-all-retail-employees-due-to-coronavirus-uncertainty,541.0,Series F,2020-03-29 22:31:57,United States,Unknown
OneWeb,London,Aerospace,451,0.85,2020-03-27,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/,3000.0,Unknown,2020-03-28 20:52:49,United Kingdom,Unknown
Bird,Los Angeles,Transportation,406,0.3,2020-03-27,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,623.0,Series D,2020-03-28 20:52:49,United States,Unknown
HOOQ,Singapore,Consumer,250,1.0,2020-03-27,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/,95.0,Unknown,2020-04-18 13:33:15,Singapore,Unknown
Everlane,SF Bay Area,Retail,227,,2020-03-27,https://www.vice.com/en_ca/article/akw9ej/everlane-reassures-workers-then-lays-off-and-furloughs-hundreds,18.0,Unknown,2020-03-29 22:31:11,United States,Unknown
DataRobot,Boston,Data,200,,2020-03-27,https://www.americaninno.com/boston/inno-news-boston/datarobot-cuts-workforce-as-coronavirus-roils-the-startup-economy/,430.0,Series E,2020-03-28 20:52:49,United States,Unknown
Restaurant365,Los Angeles,Food,175,,2020-03-27,https://news.crunchbase.com/news/restaurant365-confirms-coronavirus-related-layoffs/,127.0,Series C,2020-03-28 20:52:49,United States,Unknown
Blueground,New York City,Real Estate,130,0.25,2020-03-27,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77.0,Series B,2020-03-30 14:19:23,United States,Unknown
Knotel,New York City,Real Estate,127,0.3,2020-03-27,https://commercialobserver.com/2020/03/knotel-cuts-half-of-its-staff-amid-coronavirus-pandemic/,560.0,Series C,2020-03-28 20:52:49,United States,Unknown
Getaround,SF Bay Area,Transportation,100,0.25,2020-03-27,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html,403.0,Series D,2020-03-29 22:30:11,United States,Unknown
Zipcar,Boston,Transportation,100,0.2,2020-03-27,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107.0,Acquired,2020-03-28 20:52:49,United States,Unknown
Mogo,Vancouver,Finance,78,0.3,2020-03-27,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,201.0,IPO,2020-04-03 14:40:07,Canada,Unknown
DISCO,Austin,Legal,75,,2020-03-27,https://www.americaninno.com/austin/inno-news/layoffs-at-fast-rising-austin-startup-disco/,133.0,Series E,2020-03-28 20:52:49,United States,Unknown
Raken,San Diego,Construction,60,,2020-03-27,LinkedIn,12.0,Series A,2020-04-05 21:21:50,United States,Unknown
Bench,Vancouver,Finance,47,0.1,2020-03-27,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,49.0,Series B,2020-06-23 01:22:09,Canada,Unknown
Loft,Sao Paulo,Real Estate,47,,2020-03-27,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html,263.0,Series C,2020-04-08 20:43:37,Brazil,Unknown
Oh My Green,SF Bay Area,Food,40,,2020-03-27,https://finance.yahoo.com/news/tech-startups-ask-workers-trade-110029332.html,20.0,Seed,2020-03-29 23:31:27,United States,Unknown
Bevi,Boston,Food,30,0.2,2020-03-27,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,60.0,Series C,2020-03-28 20:52:49,United States,Unknown
Textio,Seattle,Recruiting,30,0.2,2020-03-27,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,41.0,Unknown,2020-03-28 20:52:49,United States,Unknown
Opal,Portland,Marketing,20,,2020-03-27,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,25.0,Series B,2020-03-28 20:52:49,United States,Unknown
ThirdLove,New York City,Retail,10,,2020-03-27,https://www.vox.com/the-goods/2020/3/27/21195664/coronavirus-layoffs-furlough-severance,68.0,Series B,2020-04-02 04:05:59,United States,Unknown
Bcredi,Curitiba,Finance,,,2020-03-27,https://layoffs.fyi/list/bcredi/,,Series A,2020-04-25 15:28:59,Brazil,Unknown
Make School,SF Bay Area,Education,,,2020-03-27,https://www.makeschool.com/blog/a-message-of-solidarity-to-our-community,,Unknown,2020-04-16 14:29:10,United States,Unknown
Pivot3,Austin,Infrastructure,,,2020-03-27,https://blocksandfiles.com/2020/03/27/hci-shop-pivot3-makes-significant-layoffs/,273.0,Series H,2020-03-28 20:52:49,United States,Unknown
B8ta,SF Bay Area,Retail,250,0.5,2020-03-26,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88.0,Series C,2020-03-29 22:31:33,United States,Unknown
